ファイル名,アプリ名,価格表示有無,税込表示方式,計価単位,価格の視覚階層,ポイント表示有無,ポイント表示方式,ポイント表示位置,割引表示有無,割引表示方式,取消ポリシー有無,取消ポリシー表示方式,人数選択有無,児童選択有無,人数表示方式,評価表示有無,評価表示方式,CTA文言,特記事項,エラー
215a40b6-301a-4cc4-9031-fa43806d0559.webp,Trip,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,"「9.4（赤バッジ）4.8/5 9,060件の口コミ」","検索結果を表示(878), クリア",エリアフィルターの距離選択肢が「2km／5km／10km／50km／100km」と直線距離で表示されており、「直線距離」と「人気エリア」の2軸タブで切り替える構造になっている点が本地化上の注目ポイント。,
23e693fd-0e08-45cf-ae8d-22b0d23abfd9.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,「人気の目的地」として東京・ソウル・大阪・福岡・京都・札幌が表示されており、日本国内都市5件に対し韓国・ソウルが1件混在している点は、ターゲットユーザーの想定市場（インバウンド or アウトバウンド）の観点で本地化レビューが必要。,
25182b15-ff53-44ee-b11e-4acbe2675c99.webp,Trip,あり,該当なし,表示なし,"「前払い（オンライン）63,428円」として青字の単一価格のみ表示",あり,"「お友達を招待すると、2,000円相当の Trip Coins がもらえる！」",キャンセルポリシー案内の直上カード内,なし,該当なし,あり,「キャンセル無料 2024年10月7日 18:00 まで」「払い戻し不可 2024年10月7日 18:00 以降」,なし,なし,該当なし,なし,該当なし,"表示, 表示（予約確認書）",キャンセル条件モーダルに「ホテルの現地時間」と「お客様の現地時間」の2軸タブが存在し、時間基準の明示が日本語ローカライズの観点で特徴的。,
2636431a-4159-4537-a84e-38c8cb3f65fe.webp,Trip,なし,該当なし,表示なし,該当なし,あり,LV4ミッション (50 Trip Coins): 最初の投稿後、LV4にアップグレードすると、この報酬を受け取ります,画面最上部のバナー内,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,投稿,本画面はUGCコンテンツ投稿画面（Trip メモリー）であり、「さらに178字記入するとおすすめマーク獲得のチャンス」という投稿品質促進テキストおよび「#タグを追加」「テンプレートを選択」の編集補助ラベルが表示されており、宿泊・価格要素は一切存在しない。,
28209272-e9ef-4c53-930c-d838eee9f59e.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,"「4.8/5　9,060件の口コミ」および「🔥 9.4」（Trip Best スコア）",口コミを投稿,「Trip Best｜浦安のおすすめ観光スポット 第1位」というランキングバッジ表示と、営業時間「09:00-21:00」・住所「日本、〒279-0031 千葉県浦安市舞浜１－１」・オススメ滞在時間「1日」など観光地向け固有の情報項目が表示されており、ホテル商品ページとは異なる観光スポット用の本地化テンプレートが使用されている。,
2e7f07d2-f0b0-417f-a120-7a0603747e88.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,"客室タイプを選択, 全て表示",有料オプションには「有料」グレーバッジ、無料サービスには「無料」青緑バッジで明示的に区別表示（例：「客室Wi-Fi 無料」「空港発片道送迎 有料」「空港シャトルサービス 有料」「会議室 有料」）。,
32591fa2-fa11-4527-9aaa-41f27a234372.webp,Trip,あり,該当なし,表示なし,「100 Trip Coins = 約 157円」および「-10円」の単一表示のみ,あり,「Trip Coins は現金感覚で利用できます」「100 Trip Coins = 約 157円」「Trip Coins　-10円」,モーダル中央見出し直下および支払いイメージ図内,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,OK,Trip Coinsの換算レートを「約 157円」と「約」付きで表示しており、為替変動を示唆する曖昧表現を採用している点が本地化観点で注目される。,
3262c103-5905-48c2-abe3-ec7ecdc5a659.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,"投稿, 完了",これはUGC（ユーザー生成コンテンツ）投稿画面であり、プレースホルダーテキストとして「【タイトル】スポットの魅力を紹介しよう」「【本文】タップして記入」「次に訪れる人にとって役に立つ情報をシェアしましょう。スポットの魅力、おすすめポイント、住所、営業時間、交通アクセスなど」「写真・動画は訪れたことがない人にとっても情報がわかりやすく、高画質なものを選びましょう。明るさや角度の修正、文字入れ加工もおすすめです」が表示されており、投稿ガイダンスの文体・敬体（ですます調）統一が本地化観点で注目される。,
341093a2-1352-4b98-97a8-6cfa20d42834.webp,Trip,あり,該当なし,表示なし,"単一価格のみ表示（「63,428円」黒字大文字）",あり,「Trip Coins」（具体的な付与数値は画面内で切れており引用不可）,価格の直下エリア（モーダル背面に一部表示）,なし,該当なし,あり,"「お客様の現地時間：2024年10月7日 20:00 GMT+9、ホテル現地時間：2024年10月7日 18:00までキャンセル無料。期限後のキャンセル及び変更、またはノーショー（無断不泊）の場合、全泊分の宿泊料金63,428円が課金されます。」",あり,なし,「客室数 1」,なし,該当なし,該当なし,キャンセルポリシーにおいてお客様側タイムゾーン（GMT+9）とホテル現地時間の両方を併記する形式を採用しており、タイムゾーン差を明示している点が本地化観点で注目される。,
351beb97-a931-453f-b33e-68e0ac911f88.webp,Trip,あり,該当なし,表示なし,"大きな青字で価格のみ単一表示（例：「5,395円」「13,377円」「6,226円」）、元値の取消線なし",なし,該当なし,該当なし,あり,価格の下に赤字テキストで「30日前に比べて20%値下がり」と表示（取消線・バッジ形式ではなくテキスト形式）,あり,「キャンセル無料」,なし,なし,該当なし,あり,「4.3/5 276口コミ」「4.3/5 569口コミ」「4.1/5 188口コミ」（青地白抜きバッジ形式で数値表示＋星マーク併記）,該当なし,チェックイン日が「5月14日（火）(1泊)」と具体的に明示されており、価格が特定日付に紐づく形で表示されている点が本地化観点で注目される。また「食事付き」ラベルが緑色タグで一部ホテルに付与されている。,
35444849-4d36-489f-8588-18fe5f55391b.webp,Trip,なし,該当なし,表示なし,該当なし,あり,LV4ミッション (50 Trip Coins): 最初の投稿後、LV4にアップグレードすると、この報酬を受け取ります,画面最上部のバナー,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,投稿,これはホテル・旅行検索画面ではなくUGCコンテンツ投稿画面であり、「200字記入するとおすすめマーク獲得のチャンス」「#タグを追加」「テンプレートを選択」「メイン（写真ラベル）」「2/20（写真枚数）」など投稿ガイダンス表記が中心で、Trip Coins（コイン単位）によるインセンティブ設計が本地化上の注目点。,
399273bd-0d8f-42cb-9746-1fda0943f5d9.webp,Trip,あり,該当なし,表示なし,"単一価格のみ表示（「6,650円」のみ、ワーナー ブラザース スタジオツアー東京のみ価格表示あり）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,"「9.4」（赤バッジ）＋「4.8/5 9,060件の口コミ」、「9.0」（赤バッジ）＋「4.8/5 3,400件の口コミ」、「8.8」（赤バッジ）＋「4.8/5 1,121件の口コミ」",該当なし,Trip Bestバッジで「浦安のおすすめ観光スポット第1位」「東京の家族連れにおすすめ 第1位」など地域別・属性別ランキングラベルが併記されており、信頼性訴求の手段として活用されている。,
3d9c7b45-c5b4-4656-afdd-e79f7a808389.webp,Trip,あり,該当なし,1泊1名につき,"US$金額（約○○円）の形式で単一表示（例：「US$95.00（約15,133円）（1泊1名につき）」）",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,あり,該当なし,なし,該当なし,客室タイプを選択,子供料金を年齢帯（「3〜11歳のお子様」「12歳以上のお子様（大人も含む）」）で区分し、朝食の大人料金は「ホテルに連絡」と明示している点、およびペット不可・チェックイン代表者18歳以上の年齢要件が明記されている点が本地化観点で注目される。,
